packet,delta,bytes
12006,7,1024
12007,7,1024
12008,5088,1024
12009,7,1024
12010,6,1024
12011,6,1024
12012,7,1024
12013,7,1024
12014,7,1024
12015,7,1024
12016,8,1024
12017,7,1024
12018,7,1024
12019,6,1024
12020,6,1024
12021,6,1024
12022,6,1024
12023,6,1024
12024,6,1024
12025,6,1024
12026,7,1024
12027,6,1024
12028,6,1024
12029,7,1024
12030,6,1024
12031,7,1024
12032,6,1024
12033,8,1024
12034,10,1024
12035,6,1024
12036,7,1024
12037,6,1024
12038,6,1024
12039,6,1024
12040,6,1024
12041,6,1024
12042,7,1024
12043,7,1024
12044,7,1024
12045,7,1024
12046,6,1024
12047,7,1024
12048,7,1024
12049,7,1024
12050,10,1024
12051,7,1024
12052,7,1024
12053,6,1024
12054,7,1024
12055,6,1024
12056,6,1024
12057,7,1024
12058,6,1024
12059,6,1024
12060,19498,1024
12061,7,1024
12062,7,1024
12063,6,1024
12064,6,1024
12065,7,1024
12066,7,1024
12067,7,1024
12068,7,1024
12069,7,1024
12070,6,1024
12071,6,1024
12072,7,1024
12073,7,1024
12074,7,1024
12075,6,1024
12076,6,1024
12077,7,1024
12078,7,1024
12079,6,1024
12080,6,1024
12081,7,1024
12082,6,1024
12083,6,1024
12084,6,1024
12085,7,1024
12086,6,1024
12087,6,1024
12088,12,1024
12089,12,1024
12090,12,1024
12091,12,1024
12092,13,1024
12093,12,1024
12094,12,1024
12095,13,1024
12096,12,1024
12097,13,1024
12098,12,1024
12099,12,1024
12100,12,1024
12101,12,1024
12102,14,1024
12103,12,1024
12104,12,1024
12105,12,1024
12106,11,1024
12107,13,1024
12108,12,1024
12109,14422,1024
12110,7,1024
12111,6,1024
12112,6,1024
12113,6,1024
12114,6,1024
12115,6,1024
12116,6,1024
12117,6,1024
12118,6,1024
12119,6,1024
12120,7,1024
12121,7,1024
12122,7,1024
12123,7,1024
12124,7,1024
12125,6,1024
12126,6,1024
12127,6,1024
12128,7,1024
12129,6,1024
12130,6,1024
12131,7,1024
12132,7,1024
12133,7,1024
12134,7,1024
12135,6,1024
12136,6,1024
12137,7,1024
12138,7,1024
12139,6,1024
12140,6,1024
12141,7,1024
12142,7,1024
12143,7,1024
12144,7,1024
12145,7,1024
12146,6,1024
12147,6,1024
12148,6,1024
12149,6,1024
12150,7,1024
12151,7,1024
12152,6,1024
12153,7,1024
12154,6,1024
12155,7,1024
12156,7,1024
12157,6,1024
12158,7,1024
12159,6,1024
12160,7,1024
12161,8,1024
12162,5305,1024
12163,6,1024
12164,6,1024
12165,6,1024
12166,6,1024
12167,6,1024
12168,7,1024
12169,7,1024
12170,6,1024
12171,6,1024
12172,6,1024
12173,6,1024
12174,7,1024
12175,7,1024
12176,6,1024
12177,6,1024
12178,6,1024
12179,6,1024
12180,6,1024
12181,7,1024
12182,6,1024
12183,6,1024
12184,6,1024
12185,7,1024
12186,6,1024
12187,7,1024
12188,6,1024
12189,6,1024
12190,7,1024
12191,7,1024
12192,6,1024
12193,6,1024
12194,6,1024
12195,7,1024
12196,6,1024
12197,6,1024
12198,6,1024
12199,7,1024
12200,7,1024
12201,6,1024
12202,6,1024
12203,7,1024
12204,7,1024
12205,7,1024
12206,7,1024
12207,7,1024
12208,7,1024
12209,6,1024
12210,6,1024
12211,6,1024
12212,6,1024
12213,7,1024
12214,5084,1024
12215,7,1024
12216,6,1024
12217,7,1024
12218,7,1024
12219,7,1024
12220,6,1024
12221,7,1024
12222,7,1024
12223,7,1024
12224,6,1024
12225,7,1024
12226,8,1024
12227,6,1024
12228,7,1024
12229,7,1024
12230,7,1024
12231,7,1024
12232,7,1024
12233,6,1024
12234,6,1024
12235,6,1024
12236,7,1024
12237,6,1024
12238,6,1024
12239,6,1024
12240,6,1024
12241,7,1024
12242,7,1024
12243,7,1024
12244,6,1024
12245,6,1024
12246,7,1024
12247,6,1024
12248,7,1024
12249,7,1024
12250,7,1024
12251,7,1024
12252,6,1024
12253,6,1024
12254,7,1024
12255,8,1024
12256,7,1024
12257,7,1024
12258,7,1024
12259,7,1024
12260,7,1024
12261,6,1024
12262,7,1024
12263,7,1024
12264,7,1024
12265,7,1024
12266,15072,1024
12267,6,1024
12268,7,1024
12269,6,1024
12270,7,1024
12271,7,1024
12272,7,1024
12273,6,1024
12274,7,1024
12275,6,1024
12276,7,1024
12277,6,1024
12278,7,1024
12279,6,1024
12280,6,1024
12281,7,1024
12282,6,1024
12283,6,1024
12284,6,1024
12285,7,1024
12286,6,1024
12287,7,1024
12288,6,1024
12289,6,1024
12290,6,1024
12291,7,1024
12292,7,1024
12293,6,1024
12294,6,1024
12295,6,1024
12296,8,1024
12297,6,1024
12298,7,1024
12299,7,1024
12300,7,1024
12301,6,1024
12302,6,1024
12303,7,1024
12304,6,1024
12305,7,1024
12306,6,1024
12307,6,1024
12308,6,1024
12309,6,1024
12310,7,1024
12311,7,1024
12312,7,1024
12313,7,1024
12314,7,1024
12315,12,1024
12316,12,1024
12317,12,1024
12318,12,1024
12319,13,1024
12320,14,1024
12321,13,1024
12322,13,1024
12323,12,1024
12324,12,1024
12325,14,1024
12326,13,1024
12327,13,1024
12328,13,1024
12329,13,1024
12330,12,1024
12331,12,1024
12332,12,1024
12333,11,1024
12334,12,1024
12335,13,1024
12336,15,1024
12337,7,1024
12338,6,1024
12339,7,1024
12340,6,1024
12341,6,1024
12342,7,1024
12343,6,1024
12344,5439,1024
12345,7,1024
12346,7,1024
12347,6,1024
12348,6,1024
12349,6,1024
12350,6,1024
12351,6,1024
12352,7,1024
12353,7,1024
12354,7,1024
12355,6,1024
12356,7,1024
12357,6,1024
12358,6,1024
12359,7,1024
12360,7,1024
12361,6,1024
12362,6,1024
12363,6,1024
12364,7,1024
12365,7,1024
12366,7,1024
12367,7,1024
12368,7,1024
12369,6,1024
12370,6,1024
12371,6,1024
12372,7,1024
12373,7,1024
12374,6,1024
12375,6,1024
12376,6,1024
12377,6,1024
12378,6,1024
12379,10,1024
12380,7,1024
12381,6,1024
12382,7,1024
12383,6,1024
12384,6,1024
12385,6,1024
12386,6,1024
12387,6,1024
12388,7,1024
12389,6,1024
12390,7,1024
12391,6,1024
12392,6,1024
12393,6,1024
12394,6,1024
12395,10,1024
12396,9185,1024
12397,6,1024
12398,6,1024
12399,6,1024
12400,6,1024
12401,6,1024
12402,7,1024
12403,6,1024
12404,6,1024
12405,6,1024
12406,6,1024
12407,6,1024
12408,7,1024
12409,7,1024
12410,7,1024
12411,7,1024
12412,7,1024
12413,7,1024
12414,7,1024
12415,7,1024
12416,6,1024
12417,6,1024
12418,6,1024
12419,6,1024
12420,8,1024
12421,7,1024
12422,7,1024
12423,7,1024
12424,7,1024
12425,7,1024
12426,6,1024
12427,7,1024
12428,6,1024
12429,6,1024
12430,6,1024
12431,7,1024
12432,6,1024
12433,7,1024
12434,7,1024
12435,7,1024
12436,6,1024
12437,7,1024
12438,6,1024
12439,7,1024
12440,7,1024
12441,9,1024
12442,6,1024
12443,6,1024
12444,6,1024
12445,6,1024
12446,6,1024
12447,6,1024
12448,20058,1024
12449,7,1024
12450,7,1024
12451,6,1024
12452,6,1024
12453,6,1024
12454,6,1024
12455,6,1024
12456,6,1024
12457,6,1024
12458,6,1024
12459,6,1024
12460,6,1024
12461,6,1024
12462,6,1024
12463,7,1024
12464,6,1024
12465,6,1024
12466,6,1024
12467,6,1024
12468,6,1024
12469,6,1024
12470,6,1024
12471,6,1024
12472,6,1024
12473,6,1024
12474,6,1024
12475,6,1024
12476,7,1024
12477,7,1024
12478,6,1024
12479,6,1024
12480,6,1024
12481,7,1024
12482,6,1024
12483,7,1024
12484,7,1024
12485,7,1024
12486,7,1024
12487,7,1024
12488,7,1024
12489,7,1024
12490,6,1024
12491,7,1024
12492,6,1024
12493,6,1024
12494,6,1024
12495,6,1024
12496,6,1024
12497,7,1024
12498,6,1024
12499,7,1024
12500,6,1024
12501,6,1024
12502,6,1024
12503,6,1024
12504,6,1024
12505,6,1024
12506,6,1024
12507,7,1024
12508,7,1024
12509,6,1024
12510,7,1024
12511,7,1024
12512,7,1024
12513,7,1024
12514,9,1024
12515,7,1024
12516,6,1024
12517,6,1024
12518,6,1024
12519,6,1024
12520,7,1024
12521,6,1024
12522,7,1024
12523,7,1024
12524,6,1024
12525,6,1024
12526,7,1024
12527,6,1024
12528,6,1024
12529,6,1024
12530,10,1024
12531,7,1024
12532,7,1024
12533,6,1024
12534,7,1024
12535,6,1024
12536,7,1024
12537,7,1024
12538,7,1024
12539,6,1024
12540,7,1024
12541,6,1024
12542,11,1024
12543,13,1024
12544,12,1024
12545,12,1024
12546,13,1024
12547,12,1024
12548,13,1024
12549,12,1024
12550,12,1024
12551,14,1024
12552,12,1024
12553,12,1024
12554,13,1024
12555,13,1024
12556,13,1024
12557,12,1024
12558,13,1024
12559,12,1024
12560,13,1024
12561,13,1024
12562,13,1024
12563,10,1024
12564,7,1024
12565,6,1024
12566,6,1024
12567,19947,1024
12568,8,1024
12569,6,1024
12570,6,1024
12571,7,1024
12572,7,1024
12573,7,1024
12574,7,1024
12575,6,1024
12576,6,1024
12577,6,1024
12578,7,1024
12579,7,1024
12580,6,1024
12581,7,1024
12582,7,1024
12583,7,1024
12584,7,1024
12585,6,1024
12586,6,1024
12587,6,1024
12588,6,1024
12589,6,1024
12590,7,1024
12591,6,1024
12592,7,1024
12593,7,1024
12594,6,1024
12595,7,1024
12596,7,1024
12597,6,1024
12598,6,1024
12599,6,1024
12600,7,1024
12601,6,1024
12602,6,1024
12603,7,1024
12604,7,1024
12605,7,1024
12606,7,1024
12607,7,1024
12608,6,1024
12609,6,1024
12610,10,1024
12611,6,1024
12612,7,1024
12613,7,1024
12614,6,1024
12615,7,1024
12616,17924,1024
12617,6,1024
12618,7,1024
12619,7,1024
12620,7,1024
12621,6,1024
12622,6,1024
12623,6,1024
12624,7,1024
12625,6,1024
12626,7,1024
12627,7,1024
12628,7,1024
12629,7,1024
12630,7,1024
12631,7,1024
12632,7,1024
12633,7,1024
12634,6,1024
12635,7,1024
12636,7,1024
12637,6,1024
12638,6,1024
12639,6,1024
12640,6,1024
12641,6,1024
12642,6,1024
12643,7,1024
12644,6,1024
12645,6,1024
12646,7,1024
12647,6,1024
12648,7,1024
12649,6,1024
12650,6,1024
12651,6,1024
12652,7,1024
12653,7,1024
12654,7,1024
12655,6,1024
12656,6,1024
12657,6,1024
12658,7,1024
12659,7,1024
12660,7,1024
12661,7,1024
12662,6,1024
12663,6,1024
12664,7,1024
12665,8,1024
12666,8,1024
12667,6,1024
12668,7,1024
12669,4465,1024
12670,6,1024
12671,7,1024
12672,7,1024
12673,7,1024
12674,6,1024
12675,7,1024
12676,6,1024
12677,6,1024
12678,7,1024
12679,6,1024
12680,6,1024
12681,6,1024
12682,7,1024
12683,6,1024
12684,6,1024
12685,7,1024
12686,6,1024
12687,6,1024
12688,6,1024
12689,6,1024
12690,6,1024
12691,6,1024
12692,6,1024
12693,7,1024
12694,6,1024
12695,7,1024
12696,6,1024
12697,7,1024
12698,6,1024
12699,6,1024
12700,6,1024
12701,6,1024
12702,6,1024
12703,6,1024
12704,6,1024
12705,6,1024
12706,6,1024
12707,6,1024
12708,7,1024
12709,6,1024
12710,6,1024
12711,7,1024
12712,7,1024
12713,6,1024
12714,7,1024
12715,7,1024
12716,6,1024
12717,7,1024
12718,7,1024
12719,6,1024
12720,6,1024
12721,4482,1024
12722,6,1024
12723,6,1024
12724,6,1024
12725,8,1024
12726,7,1024
12727,6,1024
12728,6,1024
12729,9,1024
12730,7,1024
12731,6,1024
12732,7,1024
12733,6,1024
12734,7,1024
12735,6,1024
12736,6,1024
12737,6,1024
12738,6,1024
12739,6,1024
12740,7,1024
12741,7,1024
12742,6,1024
12743,6,1024
12744,7,1024
12745,10,1024
12746,6,1024
12747,6,1024
12748,6,1024
12749,7,1024
12750,7,1024
12751,6,1024
12752,6,1024
12753,6,1024
12754,6,1024
12755,6,1024
12756,6,1024
12757,7,1024
12758,7,1024
12759,7,1024
12760,6,1024
12761,9,1024
12762,6,1024
12763,7,1024
12764,7,1024
12765,7,1024
12766,6,1024
12767,6,1024
12768,7,1024
12769,12,1024
12770,12,1024
12771,13,1024
12772,13,1024
12773,36159,1024
12774,9,1024
12775,7,1024
12776,7,1024
12777,7,1024
12778,7,1024
12779,6,1024
12780,6,1024
12781,7,1024
12782,6,1024
12783,7,1024
12784,7,1024
12785,7,1024
12786,7,1024
12787,7,1024
12788,6,1024
12789,7,1024
12790,7,1024
12791,6,1024
12792,7,1024
12793,8,1024
12794,6,1024
12795,6,1024
12796,7,1024
12797,6,1024
12798,7,1024
12799,7,1024
12800,7,1024
12801,8,1024
12802,7,1024
12803,6,1024
12804,6,1024
12805,7,1024
12806,6,1024
12807,7,1024
12808,6,1024
12809,7,1024
12810,8,1024
12811,7,1024
12812,7,1024
12813,7,1024
12814,7,1024
12815,8,1024
12816,7,1024
12817,6,1024
12818,6,1024
12819,10,1024
12820,7,1024
12821,6,1024
12822,8,1024
12823,20964,1024
12824,6,1024
12825,6,1024
12826,6,1024
12827,6,1024
12828,6,1024
12829,6,1024
12830,7,1024
12831,7,1024
12832,6,1024
12833,6,1024
12834,6,1024
12835,7,1024
12836,6,1024
12837,7,1024
12838,6,1024
12839,6,1024
12840,6,1024
12841,6,1024
12842,7,1024
12843,7,1024
12844,6,1024
12845,7,1024
12846,6,1024
12847,7,1024
12848,7,1024
12849,7,1024
12850,6,1024
12851,7,1024
12852,7,1024
12853,7,1024
12854,6,1024
12855,6,1024
12856,6,1024
12857,7,1024
12858,6,1024
12859,6,1024
12860,7,1024
12861,7,1024
12862,7,1024
12863,7,1024
12864,7,1024
12865,6,1024
12866,7,1024
12867,6,1024
12868,7,1024
12869,7,1024
12870,6,1024
12871,7,1024
12872,6,1024
12873,7,1024
12874,7,1024
12875,6,1024
12876,7,1024
12877,7,1024
12878,7,1024
12879,7,1024
12880,7,1024
12881,7,1024
12882,6,1024
12883,7,1024
12884,7,1024
12885,6,1024
12886,6,1024
12887,7,1024
12888,7,1024
12889,7,1024
12890,7,1024
12891,6,1024
12892,7,1024
12893,7,1024
12894,6,1024
12895,6,1024
12896,7,1024
12897,6,1024
12898,49455,1024
12899,6,1024
12900,6,1024
12901,6,1024
12902,6,1024
12903,7,1024
12904,7,1024
12905,7,1024
12906,6,1024
12907,6,1024
12908,6,1024
12909,6,1024
12910,6,1024
12911,6,1024
12912,6,1024
12913,6,1024
12914,7,1024
12915,6,1024
12916,6,1024
12917,6,1024
12918,6,1024
12919,6,1024
12920,6,1024
12921,7,1024
12922,7,1024
12923,7,1024
12924,6,1024
12925,6,1024
12926,7,1024
12927,7,1024
12928,7,1024
12929,7,1024
12930,7,1024
12931,7,1024
12932,6,1024
12933,6,1024
12934,7,1024
12935,6,1024
12936,7,1024
12937,6,1024
12938,6,1024
12939,7,1024
12940,7,1024
12941,6,1024
12942,6,1024
12943,6,1024
12944,7,1024
12945,8,1024
12946,6,1024
12947,7,1024
12948,7,1024
12949,7,1024
12950,9,1024
12951,7,1024
12952,6,1024
12953,7,1024
12954,6,1024
12955,6,1024
12956,7,1024
12957,7,1024
12958,7,1024
12959,6,1024
12960,6,1024
12961,6,1024
12962,7,1024
12963,6,1024
12964,6,1024
12965,6,1024
12966,9,1024
12967,6,1024
12968,33751,1024
12969,7,1024
12970,6,1024
12971,6,1024
12972,6,1024
12973,6,1024
12974,7,1024
12975,6,1024
12976,6,1024
12977,6,1024
12978,7,1024
12979,6,1024
12980,6,1024
12981,6,1024
12982,7,1024
12983,8,1024
12984,7,1024
12985,6,1024
12986,8,1024
12987,7,1024
12988,6,1024
12989,6,1024
12990,6,1024
12991,6,1024
12992,7,1024
12993,6,1024
12994,6,1024
12995,6,1024
12996,11,1024
12997,15,1024
12998,12,1024
12999,12,1024
13000,13,1024
13001,12,1024
13002,12,1024
13003,12,1024
13004,13,1024
13005,14,1024
13006,12,1024
13007,13,1024
13008,14,1024
13009,12,1024
13010,13,1024
13011,12,1024
13012,12,1024
13013,13,1024
13014,13,1024
13015,13,1024
13016,13,1024
13017,13,1024
13018,9,1024
13019,7,1024
13020,6,1024
13021,7,1024
13022,7,1024
13023,6,1024
13024,6,1024
13025,9,1024
13026,6,1024
13027,7,1024
13028,7,1024
13029,8,1024
13030,6,1024
13031,7,1024
13032,7,1024
13033,7,1024
13034,7,1024
13035,6,1024
13036,6,1024
13037,7,1024
13038,6,1024
13039,6,1024
13040,6,1024
13041,10,1024
13042,6,1024
13043,6,1024
13044,6,1024
13045,6,1024
13046,6,1024
13047,6,1024
13048,6,1024
13049,6,1024
13050,6,1024
13051,6,1024
13052,8,1024
13053,7,1024
13054,6,1024
13055,6,1024
13056,7,1024
13057,9,1024
13058,7,1024
13059,6,1024
13060,7,1024
13061,13461,1024
13062,6,1024
13063,7,1024
13064,6,1024
13065,7,1024
13066,7,1024
13067,7,1024
13068,7,1024
13069,6,1024
13070,7,1024
13071,7,1024
13072,7,1024
13073,7,1024
13074,7,1024
13075,6,1024
13076,6,1024
13077,6,1024
13078,7,1024
13079,7,1024
13080,7,1024
13081,7,1024
13082,6,1024
13083,6,1024
13084,6,1024
13085,6,1024
13086,6,1024
13087,6,1024
13088,6,1024
13089,7,1024
13090,7,1024
13091,6,1024
13092,6,1024
13093,6,1024
13094,6,1024
13095,7,1024
13096,6,1024
13097,7,1024
13098,6,1024
13099,6,1024
13100,7,1024
13101,7,1024
13102,7,1024
13103,6,1024
13104,5,1024
13105,6,1024
13106,6,1024
13107,6,1024
13108,7,1024
13109,7,1024
13110,6,1024
13111,7,1024
13112,6,1024
13113,7,1024
13114,7,1024
13115,7,1024
13116,7,1024
13117,6,1024
13118,7,1024
13119,7,1024
13120,7,1024
13121,7,1024
13122,7,1024
13123,7,1024
13124,6,1024
13125,7,1024
13126,7,1024
13127,6,1024
13128,6,1024
13129,6,1024
13130,13765,1024
13131,6,1024
13132,6,1024
13133,7,1024
13134,6,1024
13135,7,1024
13136,6,1024
13137,7,1024
13138,6,1024
13139,7,1024
13140,7,1024
13141,7,1024
13142,6,1024
13143,6,1024
13144,6,1024
13145,6,1024
13146,6,1024
13147,6,1024
13148,7,1024
13149,6,1024
13150,7,1024
13151,7,1024
13152,7,1024
13153,7,1024
13154,7,1024
13155,7,1024
13156,7,1024
13157,6,1024
13158,7,1024
13159,7,1024
13160,7,1024
13161,7,1024
13162,6,1024
13163,6,1024
13164,7,1024
13165,7,1024
13166,6,1024
13167,6,1024
13168,8,1024
13169,7,1024
13170,7,1024
13171,7,1024
13172,7,1024
13173,6,1024
13174,7,1024
13175,6,1024
13176,9,1024
13177,6,1024
13178,6,1024
13179,6,1024
13180,6,1024
13181,6,1024
13182,6,1024
13183,6,1024
13184,6,1024
13185,6,1024
13186,7,1024
13187,7,1024
13188,6,1024
13189,7,1024
13190,6,1024
13191,6,1024
13192,9,1024
13193,6,1024
13194,6,1024
13195,20584,1024
13196,7,1024
13197,7,1024
13198,7,1024
13199,6,1024
13200,6,1024
13201,6,1024
13202,6,1024
13203,6,1024
13204,6,1024
13205,6,1024
13206,6,1024
13207,7,1024
13208,7,1024
13209,7,1024
13210,6,1024
13211,7,1024
13212,7,1024
13213,7,1024
13214,6,1024
13215,6,1024
13216,7,1024
13217,7,1024
13218,6,1024
13219,6,1024
13220,6,1024
13221,6,1024
13222,6,1024
13223,11,1024
13224,13,1024
13225,13,1024
13226,12,1024
13227,12,1024
13228,12,1024
13229,13,1024
13230,13,1024
13231,12,1024
13232,12,1024
13233,12,1024
13234,12,1024
13235,13,1024
13236,13,1024
13237,13,1024
13238,13,1024
13239,13,1024
13240,12,1024
13241,12,1024
13242,11,1024
13243,12,1024
13244,9,1024
13245,8,1024
13246,6,1024
13247,6,1024
13248,7,1024
13249,7,1024
13250,6,1024
13251,6,1024
13252,6,1024
13253,6,1024
13254,6,1024
13255,6,1024
13256,6,1024
13257,6,1024
13258,6,1024
13259,7,1024
13260,6,1024
13261,6,1024
13262,7,1024
13263,7,1024
13264,7,1024
13265,6,1024
13266,6,1024
13267,6,1024
13268,6,1024
13269,6,1024
13270,7,1024
13271,9811,1024
13272,7,1024
13273,6,1024
13274,6,1024
13275,6,1024
13276,7,1024
13277,6,1024
13278,7,1024
13279,6,1024
13280,6,1024
13281,6,1024
13282,7,1024
13283,6,1024
13284,6,1024
13285,6,1024
13286,6,1024
13287,7,1024
13288,7,1024
13289,6,1024
13290,6,1024
13291,6,1024
13292,6,1024
13293,7,1024
13294,7,1024
13295,7,1024
13296,6,1024
13297,7,1024
13298,6,1024
13299,7,1024
13300,6,1024
13301,6,1024
13302,6,1024
13303,7,1024
13304,7,1024
13305,6,1024
13306,6,1024
13307,6,1024
13308,7,1024
13309,6,1024
13310,7,1024
13311,10,1024
13312,6,1024
13313,7,1024
13314,6,1024
13315,7,1024
13316,6,1024
13317,6,1024
13318,6,1024
13319,7,1024
13320,7,1024
13321,6,1024
13322,6,1024
13323,7,1024
13324,17087,1024
13325,6,1024
13326,6,1024
13327,6,1024
13328,7,1024
13329,6,1024
13330,7,1024
13331,7,1024
13332,7,1024
13333,7,1024
13334,7,1024
13335,7,1024
13336,6,1024
13337,6,1024
13338,6,1024
13339,6,1024
13340,7,1024
13341,7,1024
13342,7,1024
13343,7,1024
13344,6,1024
13345,7,1024
13346,7,1024
13347,6,1024
13348,7,1024
13349,7,1024
13350,7,1024
13351,6,1024
13352,7,1024
13353,7,1024
13354,6,1024
13355,6,1024
13356,7,1024
13357,6,1024
13358,6,1024
13359,7,1024
13360,7,1024
13361,6,1024
13362,7,1024
13363,6,1024
13364,5,1024
13365,7,1024
13366,6,1024
13367,7,1024
13368,6,1024
13369,6,1024
13370,6,1024
13371,6,1024
13372,6,1024
13373,6,1024
13374,8,1024
13375,7,1024
13376,6,1024
13377,7,1024
13378,6,1024
13379,7,1024
13380,6,1024
13381,6,1024
13382,6,1024
13383,6,1024
13384,7,1024
13385,6,1024
13386,6,1024
13387,6,1024
13388,6,1024
13389,6,1024
13390,10,1024
13391,7,1024
13392,6,1024
13393,6,1024
13394,6,1024
13395,6,1024
13396,6,1024
13397,6,1024
13398,6,1024
13399,6,1024
13400,7,1024
13401,6,1024
13402,9348,1024
13403,6,1024
13404,7,1024
13405,6,1024
13406,7,1024
13407,7,1024
13408,7,1024
13409,7,1024
13410,8,1024
13411,7,1024
13412,6,1024
13413,7,1024
13414,7,1024
13415,6,1024
13416,6,1024
13417,7,1024
13418,7,1024
13419,6,1024
13420,6,1024
13421,7,1024
13422,6,1024
13423,6,1024
13424,6,1024
13425,6,1024
13426,7,1024
13427,7,1024
13428,6,1024
13429,6,1024
13430,7,1024
13431,7,1024
13432,6,1024
13433,7,1024
13434,7,1024
13435,6,1024
13436,6,1024
13437,6,1024
13438,6,1024
13439,7,1024
13440,7,1024
13441,6,1024
13442,6,1024
13443,6,1024
13444,6,1024
13445,7,1024
13446,9,1024
13447,7,1024
13448,7,1024
13449,6,1024
13450,12,1024
13451,13,1024
13452,12,1024
13453,12,1024
13454,12797,1024
13455,9,1024
13456,7,1024
13457,6,1024
13458,6,1024
13459,7,1024
13460,7,1024
13461,6,1024
13462,7,1024
13463,7,1024
13464,6,1024
13465,6,1024
13466,6,1024
13467,6,1024
13468,7,1024
13469,7,1024
13470,7,1024
13471,7,1024
13472,7,1024
13473,7,1024
13474,6,1024
13475,6,1024
13476,7,1024
13477,6,1024
13478,7,1024
13479,6,1024
13480,6,1024
13481,7,1024
13482,7,1024
13483,7,1024
13484,7,1024
13485,6,1024
13486,7,1024
13487,7,1024
13488,7,1024
13489,6,1024
13490,7,1024
13491,7,1024
13492,7,1024
13493,9,1024
13494,7,1024
13495,7,1024
13496,6,1024
13497,7,1024
13498,6,1024
13499,6,1024
13500,6,1024
13501,6,1024
13502,6,1024
13503,5,1024
13504,4589,1024
13505,6,1024
13506,7,1024
13507,6,1024
13508,7,1024
13509,7,1024
13510,7,1024
13511,7,1024
13512,6,1024
13513,7,1024
13514,7,1024
13515,7,1024
13516,6,1024
13517,6,1024
13518,6,1024
13519,7,1024
13520,7,1024
13521,7,1024
13522,7,1024
13523,7,1024
13524,6,1024
13525,6,1024
13526,7,1024
13527,6,1024
13528,6,1024
13529,6,1024
13530,6,1024
13531,6,1024
13532,7,1024
13533,6,1024
13534,6,1024
13535,7,1024
13536,6,1024
13537,6,1024
13538,6,1024
13539,6,1024
13540,7,1024
13541,7,1024
13542,7,1024
13543,6,1024
13544,6,1024
13545,6,1024
13546,7,1024
13547,6,1024
13548,6,1024
13549,6,1024
13550,6,1024
13551,6,1024
13552,7,1024
13553,7,1024
13554,7,1024
13555,6,1024
13556,6,1024
13557,6,1024
13558,7,1024
13559,7,1024
13560,6,1024
13561,6,1024
13562,6,1024
13563,6,1024
13564,6,1024
13565,6,1024
13566,7,1024
13567,7,1024
13568,7,1024
13569,7,1024
13570,7,1024
13571,6,1024
13572,7,1024
13573,7,1024
13574,6,1024
13575,6,1024
13576,6,1024
13577,7,1024
13578,7,1024
13579,7,1024
13580,7,1024
13581,9,1024
13582,6,1024
13583,6,1024
13584,6,1024
13585,6,1024
13586,7,1024
13587,7,1024
13588,7,1024
13589,6,1024
13590,6,1024
13591,6,1024
13592,6,1024
13593,6,1024
13594,6,1024
13595,6,1024
13596,6,1024
13597,13877,1024
13598,6,1024
13599,6,1024
13600,7,1024
13601,6,1024
13602,7,1024
13603,6,1024
13604,6,1024
13605,6,1024
13606,6,1024
13607,6,1024
13608,6,1024
13609,6,1024
13610,6,1024
13611,7,1024
13612,6,1024
13613,7,1024
13614,7,1024
13615,6,1024
13616,7,1024
13617,6,1024
13618,7,1024
13619,6,1024
13620,6,1024
13621,7,1024
13622,7,1024
13623,7,1024
13624,6,1024
13625,6,1024
13626,7,1024
13627,7,1024
13628,6,1024
13629,6,1024
13630,6,1024
13631,6,1024
13632,6,1024
13633,6,1024
13634,7,1024
13635,7,1024
13636,6,1024
13637,7,1024
13638,7,1024
13639,6,1024
13640,6,1024
13641,7,1024
13642,7,1024
13643,6,1024
13644,7,1024
13645,6,1024
13646,7,1024
13647,6,1024
13648,7,1024
13649,7,1024
13650,7,1024
13651,6,1024
13652,6,1024
13653,6,1024
13654,6,1024
13655,16769,1024
13656,6,1024
13657,6,1024
13658,7,1024
13659,7,1024
13660,7,1024
13661,7,1024
13662,6,1024
13663,6,1024
13664,6,1024
13665,6,1024
13666,6,1024
13667,6,1024
13668,7,1024
13669,6,1024
13670,6,1024
13671,6,1024
13672,6,1024
13673,6,1024
13674,6,1024
13675,6,1024
13676,7,1024
13677,11,1024
13678,13,1024
13679,12,1024
13680,13,1024
13681,12,1024
13682,12,1024
13683,12,1024
13684,15,1024
13685,13,1024
13686,13,1024
13687,13,1024
13688,13,1024
13689,12,1024
13690,12,1024
13691,12,1024
13692,14,1024
13693,12,1024
13694,13,1024
13695,12,1024
13696,13,1024
13697,13,1024
13698,13,1024
13699,7,1024
13700,10,1024
13701,7,1024
13702,7,1024
13703,6,1024
13704,6,1024
13705,7,1024
13706,6,1024
13707,6,1024
13708,6,1024
13709,15132,1024
13710,7,1024
13711,6,1024
13712,6,1024
13713,6,1024
13714,6,1024
13715,6,1024
13716,7,1024
13717,6,1024
13718,7,1024
13719,6,1024
13720,6,1024
13721,7,1024
13722,6,1024
13723,7,1024
13724,7,1024
13725,7,1024
13726,6,1024
13727,6,1024
13728,6,1024
13729,6,1024
13730,6,1024
13731,6,1024
13732,6,1024
13733,6,1024
13734,6,1024
13735,6,1024
13736,7,1024
13737,7,1024
13738,7,1024
13739,7,1024
13740,6,1024
13741,6,1024
13742,6,1024
13743,7,1024
13744,7,1024
13745,6,1024
13746,7,1024
13747,9,1024
13748,7,1024
13749,7,1024
13750,6,1024
